generation,amount_creatures,average_energy,average_speed,average_sense,reproduced,survived,died
244,34,2.035801741552079,1.0365473494665594,1.0633993063783533,15,12,7
245,45,1.8806428845475163,1.0349261292722312,1.0631114998152176,16,12,17
246,48,1.7659599139123683,1.0358717915064064,1.0624306770769198,17,16,15
247,52,1.5310133453843306,1.0356602264945778,1.0624933457798886,15,17,20
248,50,1.6443624890550155,1.034810764780906,1.062177808404746,17,16,17
249,51,1.7201359301744337,1.0348383217113766,1.0628156391398995,15,24,12
250,55,1.4439056622252144,1.0349755746846037,1.0642240344063651,14,21,20
251,51,1.633221183549598,1.0352793966658185,1.0648895212782237,14,23,14
252,53,1.6073779424439198,1.0359259440819895,1.063404945041999,15,24,14
253,56,1.6174031637629847,1.034739547140875,1.061069820515686,14,24,18
254,55,1.5648022939664865,1.036041941667833,1.0620291283707504,19,13,23
255,53,1.7309661100047382,1.0344496598776385,1.0627719101438564,18,18,17
256,56,1.5152444839417387,1.0352273807294574,1.063480820321206,15,25,16
257,56,1.403455518445814,1.0346533577644863,1.0644891211108338,16,20,20
258,53,1.481847940125731,1.0343091425839173,1.0629959627705539,18,19,16
259,57,1.519023458442416,1.0350311804646477,1.06335221782321,20,16,21
260,56,1.6395470793551663,1.034485914911912,1.0639531353958875,16,23,17
261,55,1.6324374269453557,1.034560413215745,1.0644706257297505,15,19,21
262,51,1.3223506291846658,1.0357344687660994,1.0658768750189176,13,11,27
263,37,1.683768080930762,1.034813695953165,1.0622969945957315,9,9,19
264,29,2.0797514239216044,1.035729548118483,1.0607562075928891,11,9,9
265,35,2.008089669182691,1.0337467184863627,1.0581761942661427,16,12,7
266,48,1.5592318838178032,1.034750344488607,1.0570350622494724,16,17,15
267,51,1.5222511115847182,1.033801124464083,1.055706743148577,15,24,12
268,55,1.6455547763072813,1.0357432806363542,1.05564168870093,15,25,15
269,56,1.5688284587627144,1.035669785722,1.0553013028881508,19,15,22
270,54,1.62381492366489,1.0342338069218704,1.052607488262702,18,19,17
271,56,1.5677660040291206,1.0347217788454495,1.0533354935860288,14,22,20
272,54,1.678231463441106,1.033712301618414,1.0539655511193071,13,23,18
273,54,1.4670791254850533,1.034199076920153,1.050431230273305,19,17,18
274,56,1.4101959142518725,1.0342289506812459,1.054453643348052,14,25,17
275,55,1.6629145402200671,1.0324517031589557,1.0539834029022999,15,19,21
276,51,1.6336467408946966,1.0293393509128934,1.058846007175652,19,13,19
277,52,1.6006711074221325,1.0268107362623342,1.0666785784028316,16,11,25
278,47,1.7619041018317119,1.026058742202211,1.0666056348876705,15,22,10
279,55,1.583678326419927,1.027211329692913,1.0654648013592596,17,20,18
280,55,1.4159938399937122,1.0286585819758387,1.065861292239548,18,14,23
281,52,1.6686293706413875,1.0284236375100277,1.0661502055288468,16,18,18
282,53,1.661090771595692,1.0275822922194244,1.0650896415761784,19,15,19
283,53,1.72256219419389,1.0283156529016275,1.0646717788329585,19,19,15
284,57,1.585171819294147,1.0279134058201285,1.0651409817041346,17,19,21
285,53,1.5510431322286187,1.027811432027008,1.0644735818850006,16,19,18
286,52,1.7373656099462427,1.0270077697186943,1.0598699883268046,17,19,16
287,54,1.377991189046761,1.0270764131259735,1.0623637385774605,11,13,30
288,36,1.831436996537327,1.027976202193667,1.0633449984816232,11,11,14
289,35,1.8965439284824785,1.0257187480392087,1.0668203198841162,15,5,15
290,37,1.6867762553714787,1.0269445989769983,1.0678926961180406,10,8,19
291,31,2.021872728981917,1.0292002476246507,1.070730602958047,12,8,11
292,34,2.0317540001659795,1.0291492622356717,1.0741712286828795,15,10,9
293,43,1.523563898208932,1.031063061374381,1.0719270476773517,12,13,18
294,38,1.9774322848096333,1.031426861420855,1.0731124612968697,19,8,11
295,51,1.4848559317661574,1.0333272939886808,1.073350237256875,14,20,17
296,49,1.8063831252442193,1.030754583792063,1.0698041602335735,15,18,16
297,51,1.6438432157651326,1.0298821289327686,1.0712678482860616,17,17,17
298,53,1.5563952853365413,1.0309008858478417,1.0695725944980576,19,18,16
299,57,1.545810020176988,1.0309422986431818,1.0689001056511436,16,25,16
300,58,1.353848240474789,1.0287962977768326,1.0707018597552342,11,12,35
301,35,1.9891183051465882,1.026509075510164,1.0704559302943695,15,11,9
302,46,1.682236166526369,1.0257365147466617,1.072568066973737,18,17,11
303,55,1.6104951277242676,1.024833914308188,1.0716677741652059,13,22,20
304,50,1.7763390930682759,1.0245516624604862,1.0740597498634996,22,11,17
305,56,1.5669807712094113,1.0267742869988485,1.070821118476578,16,20,20
306,53,1.5487018356997786,1.0261417587971595,1.0706513402468996,17,15,21
307,51,1.730290686629283,1.028107306085002,1.0704764343775632,16,18,17
308,52,1.6073239542201245,1.0276473206412602,1.0731693436152994,19,13,20
309,52,1.5948334473177819,1.0258174452353723,1.079189214979127,16,17,19
310,52,1.7270541691222445,1.0263741107758495,1.0837337970680112,18,16,18
